Source	Revision	Code	Name
stats	201308	110000	北京市
stats	201308	110100	市辖区
stats	201308	110101	东城区
stats	201308	110102	西城区
stats	201308	110105	朝阳区
stats	201308	110106	丰台区
stats	201308	110107	石景山区
stats	201308	110108	海淀区
stats	201308	110109	门头沟区
stats	201308	110111	房山区
stats	201308	110112	通州区
stats	201308	110113	顺义区
stats	201308	110114	昌平区
stats	201308	110115	大兴区
stats	201308	110116	怀柔区
stats	201308	110117	平谷区
stats	201308	110200	县
stats	201308	110228	密云县
stats	201308	110229	延庆县
stats	201308	120000	天津市
stats	201308	120100	市辖区
stats	201308	120101	和平区
stats	201308	120102	河东区
stats	201308	120103	河西区
stats	201308	120104	南开区
stats	201308	120105	河北区
stats	201308	120106	红桥区
stats	201308	120110	东丽区
stats	201308	120111	西青区
stats	201308	120112	津南区
stats	201308	120113	北辰区
stats	201308	120114	武清区
stats	201308	120115	宝坻区
stats	201308	120116	滨海新区
stats	201308	120200	县
stats	201308	120221	宁河县
stats	201308	120223	静海县
stats	201308	120225	蓟县
stats	201308	130000	河北省
stats	201308	130100	石家庄市
stats	201308	130101	市辖区
stats	201308	130102	长安区
stats	201308	130103	桥东区
stats	201308	130104	桥西区
stats	201308	130105	新华区
stats	201308	130107	井陉矿区
stats	201308	130108	裕华区
stats	201308	130121	井陉县
stats	201308	130123	正定县
stats	201308	130124	栾城县
stats	201308	130125	行唐县
stats	201308	130126	灵寿县
stats	201308	130127	高邑县
stats	201308	130128	深泽县
stats	201308	130129	赞皇县
stats	201308	130130	无极县
stats	201308	130131	平山县
stats	201308	130132	元氏县
stats	201308	130133	赵县
stats	201308	130181	辛集市
stats	201308	130182	藁城市
stats	201308	130183	晋州市
stats	201308	130184	新乐市
stats	201308	130185	鹿泉市
stats	201308	130200	唐山市
stats	201308	130201	市辖区
stats	201308	130202	路南区
stats	201308	130203	路北区
stats	201308	130204	古冶区
stats	201308	130205	开平区
stats	201308	130207	丰南区
stats	201308	130208	丰润区
stats	201308	130209	曹妃甸区
stats	201308	130223	滦县
stats	201308	130224	滦南县
stats	201308	130225	乐亭县
stats	201308	130227	迁西县
stats	201308	130229	玉田县
stats	201308	130281	遵化市
stats	201308	130283	迁安市
stats	201308	130300	秦皇岛市
stats	201308	130301	市辖区
stats	201308	130302	海港区
stats	201308	130303	山海关区
stats	201308	130304	北戴河区
stats	201308	130321	青龙满族自治县
stats	201308	130322	昌黎县
stats	201308	130323	抚宁县
stats	201308	130324	卢龙县
stats	201308	130400	邯郸市
stats	201308	130401	市辖区
stats	201308	130402	邯山区
stats	201308	130403	丛台区
stats	201308	130404	复兴区
stats	201308	130406	峰峰矿区
stats	201308	130421	邯郸县
stats	201308	130423	临漳县
stats	201308	130424	成安县
stats	201308	130425	大名县
stats	201308	130426	涉县
stats	201308	130427	磁县
stats	201308	130428	肥乡县
stats	201308	130429	永年县
stats	201308	130430	邱县
stats	201308	130431	鸡泽县
stats	201308	130432	广平县
stats	201308	130433	馆陶县
stats	201308	130434	魏县
stats	201308	130435	曲周县
stats	201308	130481	武安市
stats	201308	130500	邢台市
stats	201308	130501	市辖区
stats	201308	130502	桥东区
stats	201308	130503	桥西区
stats	201308	130521	邢台县
stats	201308	130522	临城县
stats	201308	130523	内丘县
stats	201308	130524	柏乡县
stats	201308	130525	隆尧县
stats	201308	130526	任县
stats	201308	130527	南和县
stats	201308	130528	宁晋县
stats	201308	130529	巨鹿县
stats	201308	130530	新河县
stats	201308	130531	广宗县
stats	201308	130532	平乡县
stats	201308	130533	威县
stats	201308	130534	清河县
stats	201308	130535	临西县
stats	201308	130581	南宫市
stats	201308	130582	沙河市
stats	201308	130600	保定市
stats	201308	130601	市辖区
stats	201308	130602	新市区
stats	201308	130603	北市区
stats	201308	130604	南市区
stats	201308	130621	满城县
stats	201308	130622	清苑县
stats	201308	130623	涞水县
stats	201308	130624	阜平县
stats	201308	130625	徐水县
stats	201308	130626	定兴县
stats	201308	130627	唐县
stats	201308	130628	高阳县
stats	201308	130629	容城县
stats	201308	130630	涞源县
stats	201308	130631	望都县
stats	201308	130632	安新县
stats	201308	130633	易县
stats	201308	130634	曲阳县
stats	201308	130635	蠡县
stats	201308	130636	顺平县
stats	201308	130637	博野县
stats	201308	130638	雄县
stats	201308	130681	涿州市
stats	201308	130682	定州市
stats	201308	130683	安国市
stats	201308	130684	高碑店市
stats	201308	130700	张家口市
stats	201308	130701	市辖区
stats	201308	130702	桥东区
stats	201308	130703	桥西区
stats	201308	130705	宣化区
stats	201308	130706	下花园区
stats	201308	130721	宣化县
stats	201308	130722	张北县
stats	201308	130723	康保县
stats	201308	130724	沽源县
stats	201308	130725	尚义县
stats	201308	130726	蔚县
stats	201308	130727	阳原县
stats	201308	130728	怀安县
stats	201308	130729	万全县
stats	201308	130730	怀来县
stats	201308	130731	涿鹿县
stats	201308	130732	赤城县
stats	201308	130733	崇礼县
stats	201308	130800	承德市
stats	201308	130801	市辖区
stats	201308	130802	双桥区
stats	201308	130803	双滦区
stats	201308	130804	鹰手营子矿区
stats	201308	130821	承德县
stats	201308	130822	兴隆县
stats	201308	130823	平泉县
stats	201308	130824	滦平县
stats	201308	130825	隆化县
stats	201308	130826	丰宁满族自治县
stats	201308	130827	宽城满族自治县
stats	201308	130828	围场满族蒙古族自治县
stats	201308	130900	沧州市
stats	201308	130901	市辖区
stats	201308	130902	新华区
stats	201308	130903	运河区
stats	201308	130921	沧县
stats	201308	130922	青县
stats	201308	130923	东光县
stats	201308	130924	海兴县
stats	201308	130925	盐山县
stats	201308	130926	肃宁县
stats	201308	130927	南皮县
stats	201308	130928	吴桥县
stats	201308	130929	献县
stats	201308	130930	孟村回族自治县
stats	201308	130981	泊头市
stats	201308	130982	任丘市
stats	201308	130983	黄骅市
stats	201308	130984	河间市
stats	201308	131000	廊坊市
stats	201308	131001	市辖区
stats	201308	131002	安次区
stats	201308	131003	广阳区
stats	201308	131022	固安县
stats	201308	131023	永清县
stats	201308	131024	香河县
stats	201308	131025	大城县
stats	201308	131026	文安县
stats	201308	131028	大厂回族自治县
stats	201308	131081	霸州市
stats	201308	131082	三河市
stats	201308	131100	衡水市
stats	201308	131101	市辖区
stats	201308	131102	桃城区
stats	201308	131121	枣强县
stats	201308	131122	武邑县
stats	201308	131123	武强县
stats	201308	131124	饶阳县
stats	201308	131125	安平县
stats	201308	131126	故城县
stats	201308	131127	景县
stats	201308	131128	阜城县
stats	201308	131181	冀州市
stats	201308	131182	深州市
stats	201308	140000	山西省
stats	201308	140100	太原市
stats	201308	140101	市辖区
stats	201308	140105	小店区
stats	201308	140106	迎泽区
stats	201308	140107	杏花岭区
stats	201308	140108	尖草坪区
stats	201308	140109	万柏林区
stats	201308	140110	晋源区
stats	201308	140121	清徐县
stats	201308	140122	阳曲县
stats	201308	140123	娄烦县
stats	201308	140181	古交市
stats	201308	140200	大同市
stats	201308	140201	市辖区
stats	201308	140202	城区
stats	201308	140203	矿区
stats	201308	140211	南郊区
stats	201308	140212	新荣区
stats	201308	140221	阳高县
stats	201308	140222	天镇县
stats	201308	140223	广灵县
stats	201308	140224	灵丘县
stats	201308	140225	浑源县
stats	201308	140226	左云县
stats	201308	140227	大同县
stats	201308	140300	阳泉市
stats	201308	140301	市辖区
stats	201308	140302	城区
stats	201308	140303	矿区
stats	201308	140311	郊区
stats	201308	140321	平定县
stats	201308	140322	盂县
stats	201308	140400	长治市
stats	201308	140401	市辖区
stats	201308	140402	城区
stats	201308	140411	郊区
stats	201308	140421	长治县
stats	201308	140423	襄垣县
stats	201308	140424	屯留县
stats	201308	140425	平顺县
stats	201308	140426	黎城县
stats	201308	140427	壶关县
stats	201308	140428	长子县
stats	201308	140429	武乡县
stats	201308	140430	沁县
stats	201308	140431	沁源县
stats	201308	140481	潞城市
stats	201308	140500	晋城市
stats	201308	140501	市辖区
stats	201308	140502	城区
stats	201308	140521	沁水县
stats	201308	140522	阳城县
stats	201308	140524	陵川县
stats	201308	140525	泽州县
stats	201308	140581	高平市
stats	201308	140600	朔州市
stats	201308	140601	市辖区
stats	201308	140602	朔城区
stats	201308	140603	平鲁区
