Source	Revision	Code	Name
mca	198812	110000	北京市
mca	198812	110101	东城区
mca	198812	110102	西城区
mca	198812	110103	崇文区
mca	198812	110104	宣武区
mca	198812	110105	朝阳区
mca	198812	110106	丰台区
mca	198812	110107	石景山区
mca	198812	110108	海淀区
mca	198812	110109	门头沟区
mca	198812	110111	房山区
mca	198812	110221	昌平县
mca	198812	110222	顺义县
mca	198812	110223	通县
mca	198812	110224	大兴县
mca	198812	110226	平谷县
mca	198812	110227	怀柔县
mca	198812	110228	密云县
mca	198812	110229	延庆县
mca	198812	120000	天津市
mca	198812	120101	和平区
mca	198812	120102	河东区
mca	198812	120103	河西区
mca	198812	120104	南开区
mca	198812	120105	河北区
mca	198812	120106	红桥区
mca	198812	120107	塘沽区
mca	198812	120108	汉沽区
mca	198812	120109	大港区
mca	198812	120110	东郊区
mca	198812	120111	西郊区
mca	198812	120112	南郊区
mca	198812	120113	北郊区
mca	198812	120221	宁河县
mca	198812	120222	武清县
mca	198812	120223	静海县
mca	198812	120224	宝坻县
mca	198812	120225	蓟县
mca	198812	130000	河北省
mca	198812	130100	石家庄市
mca	198812	130102	长安区
mca	198812	130103	桥东区
mca	198812	130104	桥西区
mca	198812	130105	新华区
mca	198812	130106	郊区
mca	198812	130107	井陉矿区
mca	198812	130121	井陉县
mca	198812	130122	获鹿县
mca	198812	130123	栾城县
mca	198812	130124	正定县
mca	198812	130200	唐山市
mca	198812	130202	路南区
mca	198812	130203	路北区
mca	198812	130204	东矿区
mca	198812	130205	开平区
mca	198812	130206	新区
mca	198812	130221	丰润县
mca	198812	130222	丰南县
mca	198812	130223	滦县
mca	198812	130224	滦南县
mca	198812	130225	乐亭县
mca	198812	130226	迁安县
mca	198812	130227	迁西县
mca	198812	130228	遵化县
mca	198812	130229	玉田县
mca	198812	130230	唐海县
mca	198812	130300	秦皇岛市
mca	198812	130302	海港区
mca	198812	130303	山海关区
mca	198812	130304	北戴河区
mca	198812	130321	青龙满族自治县
mca	198812	130322	昌黎县
mca	198812	130323	抚宁县
mca	198812	130324	卢龙县
mca	198812	130400	邯郸市
mca	198812	130402	邯山区
mca	198812	130403	丛台区
mca	198812	130404	复兴区
mca	198812	130406	峰峰矿区
mca	198812	130421	邯郸县
mca	198812	130500	邢台市
mca	198812	130502	桥东区
mca	198812	130503	桥西区
mca	198812	130521	邢台县
mca	198812	130600	保定市
mca	198812	130602	新市区
mca	198812	130603	北市区
mca	198812	130604	南市区
mca	198812	130621	满城县
mca	198812	130622	清苑县
mca	198812	130700	张家口市
mca	198812	130702	桥东区
mca	198812	130703	桥西区
mca	198812	130704	茶坊区
mca	198812	130705	宣化区
mca	198812	130706	下花园区
mca	198812	130707	庞家堡区
mca	198812	130721	宣化县
mca	198812	130800	承德市
mca	198812	130802	双桥区
mca	198812	130803	双滦区
mca	198812	130804	鹰手营子矿区
mca	198812	130821	承德县
mca	198812	130900	沧州市
mca	198812	130902	新华区
mca	198812	130903	运河区
mca	198812	130904	郊区
mca	198812	130921	沧县
mca	198812	130922	青县
mca	198812	131000	廊坊市
mca	198812	131002	安次区
mca	198812	131021	三河县
mca	198812	131022	固安县
mca	198812	131023	永清县
mca	198812	131024	香河县
mca	198812	131025	大城县
mca	198812	131026	文安县
mca	198812	131027	霸县
mca	198812	131028	大厂回族自治县
mca	198812	132100	邯郸地区
mca	198812	132121	大名县
mca	198812	132122	魏县
mca	198812	132123	曲周县
mca	198812	132124	丘县
mca	198812	132125	鸡泽县
mca	198812	132126	肥乡县
mca	198812	132127	广平县
mca	198812	132128	成安县
mca	198812	132129	临漳县
mca	198812	132130	磁县
mca	198812	132132	涉县
mca	198812	132133	永年县
mca	198812	132135	馆陶县
mca	198812	132200	邢台地区
mca	198812	132201	南宫市
mca	198812	132202	沙河市
mca	198812	132223	临城县
mca	198812	132224	内丘县
mca	198812	132225	柏乡县
mca	198812	132226	隆尧县
mca	198812	132227	任县
mca	198812	132228	南和县
mca	198812	132229	宁晋县
mca	198812	132231	巨鹿县
mca	198812	132232	新河县
mca	198812	132233	广宗县
mca	198812	132234	平乡县
mca	198812	132235	威县
mca	198812	132236	清河县
mca	198812	132237	临西县
mca	198812	132300	石家庄地区
mca	198812	132301	辛集市
mca	198812	132322	晋县
mca	198812	132323	深泽县
mca	198812	132324	无极县
mca	198812	132325	藁城县
mca	198812	132326	赵县
mca	198812	132329	新乐县
mca	198812	132330	高邑县
mca	198812	132331	元氏县
mca	198812	132332	赞皇县
mca	198812	132335	平山县
mca	198812	132336	灵寿县
mca	198812	132337	行唐县
mca	198812	132400	保定地区
mca	198812	132401	定州市
mca	198812	132402	涿州市
mca	198812	132421	易县
mca	198812	132423	徐水县
mca	198812	132424	涞源县
mca	198812	132425	定兴县
mca	198812	132426	完县
mca	198812	132427	唐县
mca	198812	132428	望都县
mca	198812	132429	涞水县
mca	198812	132432	高阳县
mca	198812	132433	安新县
mca	198812	132434	雄县
mca	198812	132435	容城县
mca	198812	132436	新城县
mca	198812	132437	曲阳县
mca	198812	132438	阜平县
mca	198812	132440	安国县
mca	198812	132441	博野县
mca	198812	132442	蠡县
mca	198812	132500	张家口地区
mca	198812	132521	张北县
mca	198812	132522	康保县
mca	198812	132523	沽源县
mca	198812	132524	尚义县
mca	198812	132525	蔚县
mca	198812	132526	阳原县
mca	198812	132527	怀安县
mca	198812	132528	万全县
mca	198812	132529	怀来县
mca	198812	132530	涿鹿县
mca	198812	132532	赤城县
mca	198812	132533	崇礼县
mca	198812	132600	承德地区
mca	198812	132622	宽城县
mca	198812	132623	兴隆县
mca	198812	132624	平泉县
mca	198812	132626	滦平县
mca	198812	132627	丰宁满族自治县
mca	198812	132628	隆化县
mca	198812	132629	围场县
mca	198812	132900	沧州地区
mca	198812	132902	泊头市
mca	198812	132903	任丘市
mca	198812	132922	河间县
mca	198812	132923	肃宁县
mca	198812	132924	献县
mca	198812	132926	吴桥县
mca	198812	132927	东光县
mca	198812	132928	南皮县
mca	198812	132929	盐山县
mca	198812	132930	黄骅县
mca	198812	132931	孟村回族自治县
mca	198812	132934	海兴县
mca	198812	133000	衡水地区
mca	198812	133001	衡水市
mca	198812	133022	冀县
mca	198812	133023	枣强县
mca	198812	133024	武邑县
mca	198812	133025	深县
mca	198812	133026	武强县
mca	198812	133027	饶阳县
mca	198812	133028	安平县
mca	198812	133029	故城县
mca	198812	133030	景县
mca	198812	133031	阜城县
mca	198812	139001	武安市
mca	198812	140000	山西省
mca	198812	140100	太原市
mca	198812	140102	南城区
mca	198812	140103	北城区
mca	198812	140104	河西区
mca	198812	140112	南郊区
mca	198812	140113	北郊区
mca	198812	140121	清徐县
mca	198812	140122	阳曲县
mca	198812	140123	娄烦县
mca	198812	140200	大同市
mca	198812	140202	城区
mca	198812	140203	矿区
mca	198812	140211	南郊区
mca	198812	140212	新荣区
mca	198812	140300	阳泉市
mca	198812	140302	城区
mca	198812	140303	矿区
mca	198812	140311	郊区
mca	198812	140321	平定县
mca	198812	140322	盂县
mca	198812	140400	长治市
mca	198812	140402	城区
mca	198812	140411	郊区
mca	198812	140421	长治县
mca	198812	140422	潞城县
mca	198812	140423	襄垣县
mca	198812	140424	屯留县
mca	198812	140425	平顺县
mca	198812	140426	黎城县
mca	198812	140427	壶关县
mca	198812	140428	长子县
mca	198812	140429	武乡县
mca	198812	140430	沁县
mca	198812	140431	沁源县
mca	198812	140500	晋城市
mca	198812	140502	城区
mca	198812	140503	郊区
mca	198812	140521	沁水县
mca	198812	140522	阳城县
mca	198812	140523	高平县
mca	198812	140524	陵川县
mca	198812	140600	朔州市
mca	198812	140602	朔城区
mca	198812	140603	平鲁区
mca	198812	140621	山阴县
mca	198812	142100	雁北地区
mca	198812	142121	阳高县
mca	198812	142122	天镇县
mca	198812	142123	广灵县
mca	198812	142124	灵丘县
mca	198812	142125	浑源县
mca	198812	142126	应县
mca	198812	142130	左云县
mca	198812	142131	右玉县
mca	198812	142132	大同县
mca	198812	142133	怀仁县
mca	198812	142200	忻州地区
mca	198812	142201	忻州市
mca	198812	142222	定襄县
mca	198812	142223	五台县
mca	198812	142224	原平县
mca	198812	142225	代县
mca	198812	142226	繁峙县
mca	198812	142227	宁武县
mca	198812	142228	静乐县
mca	198812	142229	神池县
mca	198812	142230	五寨县
mca	198812	142231	岢岚县
mca	198812	142232	河曲县
mca	198812	142233	保德县
mca	198812	142234	偏关县
mca	198812	142300	吕梁地区
mca	198812	142321	汾阳县
mca	198812	142322	文水县
mca	198812	142323	交城县
mca	198812	142324	孝义县
mca	198812	142325	兴县
mca	198812	142326	临县
mca	198812	142327	柳林县
mca	198812	142328	石楼县
mca	198812	142329	岚县
mca	198812	142330	方山县
mca	198812	142331	离石县
mca	198812	142332	中阳县
mca	198812	142333	交口县
mca	198812	142400	晋中地区
mca	198812	142401	榆次市
mca	198812	142421	榆社县
mca	198812	142422	左权县
mca	198812	142423	和顺县
mca	198812	142424	昔阳县
mca	198812	142427	寿阳县
mca	198812	142429	太谷县
mca	198812	142430	祁县
mca	198812	142431	平遥县
mca	198812	142432	介休县
mca	198812	142433	灵石县
mca	198812	142600	临汾地区
mca	198812	142601	临汾市
mca	198812	142602	侯马市
mca	198812	142621	曲沃县
mca	198812	142622	翼城县
mca	198812	142623	襄汾县
mca	198812	142625	洪洞县
mca	198812	142626	霍县
mca	198812	142627	古县
mca	198812	142628	安泽县
mca	198812	142629	浮山县
mca	198812	142630	吉县
mca	198812	142631	乡宁县
mca	198812	142632	蒲县
mca	198812	142633	大宁县
mca	198812	142634	永和县
mca	198812	142635	隰县
mca	198812	142636	汾西县
mca	198812	142700	运城地区
mca	198812	142701	运城市
mca	198812	142722	永济县
mca	198812	142723	芮城县
mca	198812	142724	临猗县
mca	198812	142725	万荣县
mca	198812	142726	新绛县
mca	198812	142727	稷山县
mca	198812	142728	河津县
mca	198812	142729	闻喜县
mca	198812	142730	夏县
mca	198812	142731	绛县
mca	198812	142732	平陆县
mca	198812	142733	垣曲县
mca	198812	149001	古交市
mca	198812	150000	内蒙古自治区
mca	198812	150100	呼和浩特市
mca	198812	150102	新城区
mca	198812	150103	回民区
mca	198812	150104	玉泉区
mca	198812	150105	郊区
mca	198812	150121	土默特左旗
mca	198812	150122	托克托县
mca	198812	150200	包头市
mca	198812	150202	东河区
mca	198812	150203	昆都仑区
mca	198812	150204	青山区
mca	198812	150205	石拐矿区
mca	198812	150206	白云矿区
mca	198812	150207	郊区
mca	198812	150221	土默特右旗
mca	198812	150222	固阳县
mca	198812	150300	乌海市
mca	198812	150302	海勃湾区
mca	198812	150303	海南区
mca	198812	150304	乌达区
mca	198812	150400	赤峰市
mca	198812	150402	红山区
mca	198812	150403	元宝山区
mca	198812	150404	郊区
mca	198812	150421	阿鲁科尔沁旗
mca	198812	150422	巴林左旗
mca	198812	150423	巴林右旗
mca	198812	150424	林西县
mca	198812	150425	克什克腾旗
mca	198812	150426	翁牛特旗
mca	198812	150428	喀喇沁旗
mca	198812	150429	宁城县
mca	198812	150430	敖汉旗
mca	198812	152100	呼伦贝尔盟
mca	198812	152101	海拉尔市
mca	198812	152102	满洲里市
mca	198812	152103	扎兰屯市
mca	198812	152104	牙克石市
mca	198812	152122	阿荣旗
mca	198812	152123	莫力达瓦达斡尔族自治旗
mca	198812	152125	额尔古纳右旗
mca	198812	152126	额尔古纳左旗
mca	198812	152127	鄂伦春自治旗
mca	198812	152128	鄂温克族自治旗
mca	198812	152129	新巴尔虎右旗
mca	198812	152130	新巴尔虎左旗
mca	198812	152131	陈巴尔虎旗
mca	198812	152200	兴安盟
mca	198812	152201	乌兰浩特市
mca	198812	152221	科尔沁右翼前旗
mca	198812	152222	科尔沁右翼中旗
mca	198812	152223	扎赉特旗
mca	198812	152224	突泉县
mca	198812	152300	哲里木盟
mca	198812	152301	通辽市
mca	198812	152302	霍林郭勒市
mca	198812	152322	科尔沁左翼中旗
mca	198812	152323	科尔沁左翼后旗
mca	198812	152324	开鲁县
mca	198812	152325	库伦旗
mca	198812	152326	奈曼旗
mca	198812	152327	扎鲁特旗
mca	198812	152500	锡林郭勒盟
mca	198812	152501	二连浩特市
mca	198812	152502	锡林浩特市
mca	198812	152522	阿巴嘎旗
mca	198812	152523	苏尼特左旗
mca	198812	152524	苏尼特右旗
mca	198812	152525	东乌珠穆沁旗
mca	198812	152526	西乌珠穆沁旗
mca	198812	152527	太仆寺旗
mca	198812	152528	镶黄旗
mca	198812	152529	正镶白旗
mca	198812	152530	正蓝旗
mca	198812	152531	多伦县
mca	198812	152600	乌兰察布盟
mca	198812	152601	集宁市
mca	198812	152621	武川县
